Date;Open;High;Low;Close;Adj Close;Volume
Jun 22, 2021;1783.40;1786.90;1775.90;1776.30;1776.30;101
Jun 21, 2021;1768.80;1785.20;1766.80;1781.80;1781.80;38
Jun 18, 2021;1775.70;1792.40;1767.90;1767.90;1767.90;354
Jun 17, 2021;1811.80;1823.30;1769.60;1773.80;1773.80;1135
Jun 16, 2021;1859.40;1860.10;1809.20;1859.50;1859.50;117
Jun 15, 2021;1866.40;1867.20;1854.40;1854.50;1854.50;78
Jun 14, 2021;1866.20;1866.60;1846.50;1864.00;1864.00;41
Jun 11, 2021;1900.90;1902.30;1875.20;1877.40;1877.40;349
Jun 10, 2021;1887.70;1899.80;1871.50;1894.20;1894.20;186
Jun 09, 2021;1894.90;1897.70;1889.20;1893.20;1893.20;148
Jun 08, 2021;1896.50;1902.90;1890.00;1892.20;1892.20;930
Jun 07, 2021;1890.50;1899.70;1883.20;1896.80;1896.80;87
Jun 04, 2021;1869.30;1895.50;1854.00;1889.80;1889.80;367
Jun 03, 2021;1908.80;1908.80;1865.00;1871.20;1871.20;1021
Jun 02, 2021;1899.20;1908.80;1896.00;1907.50;1907.50;1267
Jun 01, 2021;1905.10;1916.20;1892.80;1902.90;1902.90;640
May 28, 2021;1897.50;1905.40;1881.90;1902.50;1902.50;2415
May 27, 2021;1896.80;1903.90;1888.20;1895.70;1895.70;35,794
May 26, 2021;1901.30;1901.30;1901.30;1901.30;1901.30;170,526
May 25, 2021;1882.50;1898.10;1882.50;1898.10;1898.10;56
May 24, 2021;1882.10;1884.60;1882.10;1884.60;1884.60;39
May 21, 2021;1872.10;1876.70;1872.10;1876.70;1876.70;5
May 20, 2021;1865.50;1885.00;1864.80;1881.80;1881.80;85
May 19, 2021;1866.40;1884.90;1863.60;1881.30;1881.30;348
May 18, 2021;1870.50;1870.50;1867.80;1867.80;1867.80;3
May 17, 2021;1849.90;1867.50;1847.20;1867.50;1867.50;13
May 14, 2021;1824.50;1842.90;1824.50;1837.90;1837.90;41
May 13, 2021;1814.70;1826.80;1814.10;1823.80;1823.80;100
May 12, 2021;1825.20;1825.20;1821.70;1822.60;1822.60;3
May 11, 2021;1837.20;1838.10;1831.60;1835.90;1835.90;420
May 10, 2021;1835.60;1845.60;1835.40;1837.50;1837.50;13
May 07, 2021;1842.90;1842.90;1831.10;1831.10;1831.10;2
May 06, 2021;1788.90;1815.50;1787.60;1815.50;1815.50;13
May 05, 2021;1781.50;1784.10;1779.20;1784.10;1784.10;57
May 04, 2021;1788.20;1788.50;1774.80;1775.80;1775.80;182
May 03, 2021;1788.50;1793.00;1788.50;1791.40;1791.40;18
Apr 30, 2021;1771.80;1771.80;1763.90;1767.30;1767.30;18
Apr 29, 2021;1781.00;1789.00;1758.60;1768.10;1768.10;196
Apr 28, 2021;1768.20;1774.00;1764.60;1773.20;1773.20;756
Apr 27, 2021;1780.00;1782.00;1777.70;1778.00;1778.00;117
Apr 26, 2021;1778.00;1779.70;1770.80;1779.20;1779.20;549
Apr 23, 2021;1786.10;1794.50;1772.00;1777.00;1777.00;332
Apr 22, 2021;1794.20;1794.20;1779.50;1781.20;1781.20;159
Apr 21, 2021;1783.00;1794.10;1777.70;1792.30;1792.30;250
Apr 20, 2021;1769.30;1777.30;1765.50;1777.30;1777.30;1464
Apr 19, 2021;1782.10;1788.50;1769.40;1769.40;1769.40;144
Apr 16, 2021;1770.40;1779.50;1770.10;1779.00;1779.00;625
Apr 15, 2021;1740.10;1767.90;1740.10;1765.40;1765.40;368
Apr 14, 2021;1741.30;1745.90;1732.70;1734.90;1734.90;1037
Apr 13, 2021;1733.80;1746.90;1722.10;1746.20;1746.20;367
Apr 12, 2021;1740.80;1740.80;1726.70;1731.20;1731.20;40
Apr 09, 2021;1750.80;1750.80;1733.30;1743.30;1743.30;484
Apr 08, 2021;1736.00;1758.00;1734.60;1756.80;1756.80;1298
Apr 07, 2021;1742.70;1742.70;1733.70;1740.10;1740.10;557
Apr 06, 2021;1726.90;1744.80;1726.90;1741.50;1741.50;890
Apr 05, 2021;1727.90;1729.70;1721.90;1727.00;1727.00;275
Apr 01, 2021;1706.80;1728.80;1706.40;1726.50;1726.50;720
Mar 31, 2021;1683.70;1713.80;1676.50;1713.80;1713.80;762
Mar 30, 2021;1711.00;1712.60;1676.50;1683.90;1683.90;25,316
Mar 29, 2021;1712.10;1712.10;1712.10;1712.10;1712.10;135,457
Mar 26, 2021;1721.30;1732.20;1721.30;1732.20;1732.20;33
Mar 25, 2021;1732.70;1733.20;1724.50;1724.90;1724.90;15
Mar 24, 2021;1727.50;1732.90;1727.50;1732.90;1732.90;26
Mar 23, 2021;1724.70;1724.70;1724.70;1724.70;1724.70;6
Mar 22, 2021;1737.80;1737.80;1737.80;1737.80;1737.80;51
Mar 19, 2021;1742.20;1742.20;1733.60;1741.40;1741.40;13
Mar 18, 2021;1745.80;1750.30;1721.80;1732.20;1732.20;138
Mar 17, 2021;1735.30;1750.10;1725.60;1726.80;1726.80;488
Mar 16, 2021;1732.30;1733.90;1726.00;1730.60;1730.60;729
Mar 15, 2021;1729.50;1731.90;1722.80;1728.90;1728.90;147
Mar 12, 2021;1715.90;1722.50;1699.00;1719.50;1719.50;80
Mar 11, 2021;1725.60;1737.50;1720.20;1722.30;1722.30;18
Mar 10, 2021;1713.60;1722.90;1711.00;1721.50;1721.50;412
Mar 09, 2021;1686.20;1717.50;1685.20;1716.60;1716.60;335
Mar 08, 2021;1704.70;1705.40;1673.70;1677.70;1677.70;1290
Mar 05, 2021;1690.60;1701.00;1685.00;1698.00;1698.00;302
Mar 04, 2021;1706.50;1717.40;1700.20;1700.20;1700.20;521
Mar 03, 2021;1730.00;1732.40;1703.50;1715.30;1715.30;501
Mar 02, 2021;1709.40;1733.10;1708.70;1733.10;1733.10;867
Mar 01, 2021;1737.10;1747.00;1720.30;1722.50;1722.50;407
Feb 26, 2021;1768.10;1768.20;1718.80;1728.10;1728.10;1593
Feb 25, 2021;1801.50;1802.00;1766.70;1774.40;1774.40;1049
Feb 24, 2021;1805.80;1805.80;1796.40;1796.40;1796.40;1500
Feb 23, 2021;1809.60;1811.30;1796.40;1804.40;1804.40;569
Feb 22, 2021;1784.00;1807.80;1784.00;1806.70;1806.70;165
Feb 19, 2021;1764.30;1787.60;1764.30;1775.80;1775.80;118
Feb 18, 2021;1776.10;1784.60;1766.00;1773.40;1773.40;587
Feb 17, 2021;1785.80;1789.70;1768.80;1771.10;1771.10;614
Feb 16, 2021;1820.90;1823.40;1787.30;1797.20;1797.20;1141
Feb 12, 2021;1825.00;1827.50;1809.20;1821.60;1821.60;259
Feb 11, 2021;1840.50;1845.00;1820.90;1824.90;1824.90;602
Feb 10, 2021;1842.60;1851.10;1837.00;1840.60;1840.60;543
Feb 09, 2021;1841.90;1843.30;1830.70;1835.30;1835.30;184
Feb 08, 2021;1816.30;1836.70;1809.00;1831.90;1831.90;254
Feb 05, 2021;1794.30;1813.50;1790.90;1810.90;1810.90;1278
Feb 04, 2021;1832.20;1832.20;1782.80;1788.90;1788.90;2375
Feb 03, 2021;1834.80;1842.40;1829.80;1832.20;1832.20;1195
Feb 02, 2021;1859.60;1861.30;1827.60;1830.50;1830.50;1293
Feb 01, 2021;1866.60;1871.90;1850.00;1860.80;1860.80;1494
Jan 29, 2021;1842.00;1876.00;1838.70;1847.30;1847.30;1634
Jan 28, 2021;1843.40;1862.90;1831.50;1837.90;1837.90;27,283
Jan 27, 2021;1844.90;1844.90;1844.90;1844.90;1844.90;195,540
Jan 26, 2021;1855.80;1855.80;1850.70;1850.70;1850.70;59
Jan 25, 2021;1864.70;1864.70;1851.80;1854.90;1854.90;26
Jan 22, 2021;1854.90;1855.70;1852.70;1855.70;1855.70;8
Jan 21, 2021;1865.30;1868.00;1865.30;1865.30;1865.30;6
Jan 20, 2021;1847.80;1866.60;1844.40;1865.90;1865.90;16
Jan 19, 2021;1802.00;1842.90;1802.00;1839.50;1839.50;13
Jan 15, 2021;1829.40;1829.40;1825.00;1829.30;1829.30;31
Jan 14, 2021;1836.70;1850.70;1836.70;1850.30;1850.30;149
Jan 13, 2021;1858.00;1858.60;1853.60;1853.60;1853.60;189
Jan 12, 2021;1849.00;1859.70;1839.40;1842.90;1842.90;176
Jan 11, 2021;1826.50;1849.60;1826.50;1849.60;1849.60;20
Jan 08, 2021;1908.00;1908.00;1834.10;1834.10;1834.10;60
Jan 07, 2021;1922.60;1926.70;1912.00;1912.30;1912.30;122
Jan 06, 2021;1952.00;1959.90;1901.50;1906.90;1906.90;331
Jan 05, 2021;1941.70;1952.70;1941.30;1952.70;1952.70;113
Jan 04, 2021;1912.20;1945.10;1912.20;1944.70;1944.70;154
Dec 31, 2020;1897.00;1901.30;1892.70;1893.10;1893.10;127
Dec 30, 2020;1879.90;1895.80;1877.30;1891.00;1891.00;444
Dec 29, 2020;1881.30;1881.30;1879.70;1879.70;1879.70;343
Dec 28, 2020;1895.50;1895.80;1873.70;1877.20;1877.20;75
Dec 24, 2020;;;;;;
Dec 23, 2020;1867.00;1878.80;1864.50;1874.70;1874.70;82
Dec 22, 2020;1882.20;1882.20;1861.00;1866.60;1866.60;233
Dec 21, 2020;1884.80;1908.00;1869.10;1879.20;1879.20;136
Dec 18, 2020;1882.40;1889.50;1882.30;1885.70;1885.70;276
Dec 17, 2020;1874.20;1896.20;1874.20;1887.20;1887.20;414
Dec 16, 2020;1856.50;1864.70;1850.50;1856.10;1856.10;1090
Dec 15, 2020;1833.50;1853.60;1833.20;1852.30;1852.30;961
Dec 14, 2020;1835.50;1835.70;1822.70;1828.70;1828.70;258
Dec 11, 2020;1838.50;1846.00;1829.10;1839.80;1839.80;109
Dec 10, 2020;1833.20;1849.10;1828.00;1833.60;1833.60;177
Dec 09, 2020;1867.10;1867.10;1827.00;1834.60;1834.60;215
Dec 08, 2020;1863.00;1875.80;1861.80;1870.80;1870.80;121
Dec 07, 2020;1836.50;1866.90;1820.80;1861.80;1861.80;1427
Dec 04, 2020;1840.70;1847.60;1828.20;1835.90;1835.90;1213
Dec 03, 2020;1829.20;1842.00;1825.30;1836.80;1836.80;1765
Dec 02, 2020;1811.30;1830.00;1807.80;1825.70;1825.70;771
Dec 01, 2020;1775.00;1815.90;1774.90;1814.10;1814.10;1859
Nov 30, 2020;1785.00;1787.20;1762.30;1775.70;1775.70;3,145
Nov 27, 2020;;;;;;
Nov 25, 2020;1801.40;1805.70;1801.40;1805.70;1805.70;205,754
Nov 24, 2020;1829.30;1829.30;1799.30;1804.80;1804.80;1041
Nov 23, 2020;1834.80;1837.80;1829.20;1837.80;1837.80;843
Nov 20, 2020;1871.20;1872.60;1871.20;1872.60;1872.60;1900
Nov 19, 2020;1865.80;1865.80;1856.00;1861.10;1861.10;59
Nov 18, 2020;1873.50;1873.50;1873.50;1873.50;1873.50;152
Nov 17, 2020;1888.40;1888.40;1884.50;1884.50;1884.50;59
Nov 16, 2020;1874.60;1887.30;1871.00;1887.30;1887.30;6
Nov 13, 2020;1877.00;1890.10;1876.80;1885.70;1885.70;240
Nov 12, 2020;1869.00;1878.50;1866.60;1872.60;1872.60;220
Nov 11, 2020;1878.80;1878.80;1855.50;1860.70;1860.70;222
Nov 10, 2020;1879.30;1885.30;1871.20;1875.40;1875.40;276
Nov 09, 2020;1955.60;1963.20;1847.10;1853.20;1853.20;745
Nov 06, 2020;1940.80;1958.80;1940.80;1950.30;1950.30;304
Nov 05, 2020;1901.70;1948.00;1901.70;1945.30;1945.30;135
Nov 04, 2020;1893.80;1907.00;1885.30;1894.60;1894.60;782
Nov 03, 2020;1891.50;1908.50;1891.50;1908.50;1908.50;712
Nov 02, 2020;1872.90;1894.70;1872.90;1890.40;1890.40;190
Oct 30, 2020;1862.80;1886.60;1862.80;1877.40;1877.40;725
Oct 29, 2020;1876.10;1879.80;1858.80;1865.60;1865.60;240
Oct 28, 2020;1870.90;1876.20;1870.90;1876.20;1876.20;277
Oct 27, 2020;1904.60;1908.80;1904.40;1908.80;1908.80;176
Oct 26, 2020;1895.50;1907.00;1893.50;1902.70;1902.70;242
Oct 23, 2020;1899.90;1913.30;1896.20;1902.00;1902.00;287
Oct 22, 2020;1924.30;1924.30;1898.20;1901.10;1901.10;899
Oct 21, 2020;1913.60;1927.30;1913.60;1924.60;1924.60;1202
Oct 20, 2020;1901.30;1910.40;1896.10;1910.40;1910.40;329
Oct 19, 2020;1907.30;1907.80;1899.50;1906.40;1906.40;43
Oct 16, 2020;1898.50;1900.80;1898.50;1900.80;1900.80;53
Oct 15, 2020;1897.30;1906.30;1889.60;1903.20;1903.20;254
Oct 14, 2020;1889.70;1910.80;1882.50;1901.30;1901.30;33
Oct 13, 2020;1921.90;1922.20;1887.00;1888.50;1888.50;191
Oct 12, 2020;1924.00;1926.50;1921.60;1922.50;1922.50;96
Oct 09, 2020;1909.30;1929.10;1905.10;1919.50;1919.50;580
Oct 08, 2020;1893.00;1893.00;1882.70;1888.60;1888.60;348
Oct 07, 2020;1874.10;1889.80;1873.10;1883.60;1883.60;50
Oct 06, 2020;1906.60;1918.00;1874.40;1901.10;1901.10;968
Oct 05, 2020;1898.90;1915.60;1884.70;1912.50;1912.50;1360
Oct 02, 2020;1893.90;1913.00;1893.90;1900.20;1900.20;530
Oct 01, 2020;1884.10;1909.60;1882.50;1908.40;1908.40;730
Sep 30, 2020;1893.00;1899.70;1879.80;1887.50;1887.50;600
Sep 29, 2020;1876.50;1895.40;1872.40;1894.30;1894.30;3,283
Sep 28, 2020;1872.80;1872.80;1872.80;1872.80;1872.80;10,455
Sep 25, 2020;1856.30;1857.70;1856.30;1857.70;1857.70;4
Sep 24, 2020;1851.50;1868.30;1851.50;1868.30;1868.30;365
Sep 23, 2020;1875.50;1875.50;1859.90;1859.90;1859.90;5
Sep 22, 2020;1913.10;1913.10;1898.60;1898.60;1898.60;331
Sep 21, 2020;1946.20;1946.20;1883.40;1901.20;1901.20;52
Sep 18, 2020;1950.50;1952.10;1949.00;1952.10;1952.10;38
Sep 17, 2020;1939.00;1946.00;1933.70;1940.00;1940.00;67
Sep 16, 2020;1961.30;1961.40;1956.70;1960.20;1960.20;124
Sep 15, 2020;1955.80;1968.50;1955.80;1956.30;1956.30;74
Sep 14, 2020;1946.30;1953.10;1943.00;1953.10;1953.10;55
Sep 11, 2020;1944.00;1949.50;1937.80;1937.80;1937.80;73
Sep 10, 2020;1944.10;1962.70;1944.10;1954.20;1954.20;722
Sep 09, 2020;1926.90;1946.20;1924.60;1944.70;1944.70;219
Sep 08, 2020;1930.90;1937.90;1903.10;1933.00;1933.00;271
Sep 04, 2020;1927.90;1939.70;1917.70;1923.90;1923.90;607
Sep 03, 2020;1937.10;1938.80;1923.00;1927.60;1927.60;179
Sep 02, 2020;1967.30;1967.30;1934.40;1934.40;1934.40;71
Sep 01, 2020;1961.70;1986.30;1961.70;1968.20;1968.20;186
Aug 31, 2020;1970.00;1971.30;1953.30;1967.60;1967.60;158
Aug 28, 2020;1927.10;1971.30;1922.50;1964.60;1964.60;778
Aug 27, 2020;1948.90;1972.50;1921.60;1921.60;1921.60;2303
Aug 26, 2020;1909.70;1950.80;1909.70;1940.70;1940.70;287
Aug 25, 2020;1927.50;1928.50;1911.80;1911.80;1911.80;176
Aug 24, 2020;1930.20;1940.00;1922.20;1927.70;1927.70;85
Aug 21, 2020;1941.00;1945.00;1908.90;1934.60;1934.60;184
Aug 20, 2020;1941.20;1948.30;1922.30;1933.80;1933.80;106
Aug 19, 2020;1980.00;1980.00;1938.70;1958.70;1958.70;347
Aug 18, 2020;2001.10;2002.80;1972.10;1999.40;1999.40;92
Aug 17, 2020;1949.60;1985.00;1949.60;1985.00;1985.00;97
Aug 14, 2020;1938.70;1947.40;1937.00;1937.00;1937.00;201
Aug 13, 2020;1921.50;1957.40;1916.90;1956.70;1956.70;71
Aug 12, 2020;1923.00;1946.60;1871.60;1934.90;1934.90;404
Aug 11, 2020;2012.40;2016.00;1904.00;1932.60;1932.60;971
Aug 10, 2020;2026.40;2043.80;2017.50;2024.40;2024.40;233
Aug 07, 2020;2040.10;2055.00;2009.60;2010.10;2010.10;808
Aug 06, 2020;2045.50;2063.00;2040.00;2051.50;2051.50;294
Aug 05, 2020;2024.00;2050.20;2011.00;2031.10;2031.10;1422
Aug 04, 2020;1971.00;2016.20;1968.80;2001.20;2001.20;2010
Aug 03, 2020;1984.30;1984.30;1955.50;1966.00;1966.00;683
Jul 31, 2020;1948.60;1981.10;1948.00;1962.80;1962.80;2914
Jul 30, 2020;1963.40;1965.10;1930.00;1942.30;1942.30;28,853
Jul 29, 2020;1953.20;1953.50;1952.60;1953.50;1953.50;209,835
Jul 28, 2020;1931.50;1944.70;1928.60;1944.70;1944.70;825
Jul 27, 2020;1901.70;1938.00;1901.50;1931.00;1931.00;364
Jul 24, 2020;1884.30;1897.30;1884.30;1897.30;1897.30;474
Jul 23, 2020;1868.70;1890.30;1868.50;1889.10;1889.10;133
Jul 22, 2020;1858.10;1867.00;1854.70;1864.10;1864.10;213
Jul 21, 2020;1822.00;1842.40;1822.00;1842.40;1842.40;117
Jul 20, 2020;1807.00;1817.30;1807.00;1815.90;1815.90;89
Jul 17, 2020;1798.50;1810.10;1798.50;1808.30;1808.30;24
Jul 16, 2020;1810.90;1810.90;1794.30;1798.70;1798.70;146
Jul 15, 2020;1806.10;1813.50;1806.10;1811.40;1811.40;167
Jul 14, 2020;1791.00;1811.50;1791.00;1810.60;1810.60;339
Jul 13, 2020;1805.00;1811.00;1805.00;1811.00;1811.00;164
Jul 10, 2020;1805.50;1805.50;1797.70;1798.20;1798.20;236
Jul 09, 2020;1816.10;1819.80;1799.20;1799.20;1799.20;396
Jul 08, 2020;1801.50;1817.90;1801.50;1815.50;1815.50;209
Jul 07, 2020;1789.30;1804.20;1783.30;1804.20;1804.20;751
Jul 06, 2020;1788.20;1790.10;1788.20;1788.50;1788.50;172
Jul 02, 2020;1773.40;1784.00;1768.70;1784.00;1784.00;215
Jul 01, 2020;1793.60;1798.00;1765.80;1773.20;1773.20;331
Jun 30, 2020;1777.30;1793.20;1774.40;1793.00;1793.00;986
Jun 29, 2020;1779.80;1780.20;1774.30;1774.80;1774.80;584
Jun 26, 2020;1766.00;1772.50;1764.70;1772.50;1772.50;640
Jun 25, 2020;1761.70;1764.80;1759.80;1762.10;1762.10;207
Jun 24, 2020;1778.30;1783.10;1764.50;1765.80;1765.80;961
Jun 23, 2020;1755.40;1776.30;1754.20;1772.10;1772.10;666
Jun 22, 2020;1755.20;1767.60;1750.50;1756.70;1756.70;1356
Jun 19, 2020;1723.70;1750.70;1723.50;1745.90;1745.90;1329
Jun 18, 2020;1730.50;1734.10;1717.30;1724.80;1724.80;110
Jun 17, 2020;1714.70;1729.20;1714.70;1729.20;1729.20;51
Jun 16, 2020;1726.30;1729.60;1722.40;1729.60;1729.60;22
Jun 15, 2020;1730.00;1730.00;1703.30;1720.30;1720.30;188
Jun 12, 2020;1724.90;1743.00;1724.90;1729.30;1729.30;318
Jun 11, 2020;1737.20;1744.10;1720.00;1732.00;1732.00;347
Jun 10, 2020;1716.10;1740.80;1711.90;1713.30;1713.30;718
Jun 09, 2020;1694.60;1720.90;1692.00;1714.70;1714.70;690
Jun 08, 2020;1679.10;1699.40;1675.90;1698.30;1698.30;587
Jun 05, 2020;1711.80;1711.80;1668.60;1676.20;1676.20;1502
Jun 04, 2020;1694.50;1718.90;1694.50;1718.90;1718.90;807
Jun 03, 2020;1726.30;1726.30;1684.50;1697.80;1697.80;2755
Jun 02, 2020;1743.00;1745.50;1721.80;1725.20;1725.20;741
Jun 01, 2020;1740.40;1747.00;1727.10;1737.80;1737.80;871
May 29, 2020;1718.80;1738.30;1715.10;1736.90;1736.90;1526
May 28, 2020;1709.30;1727.80;1705.00;1713.30;1713.30;23,355
May 27, 2020;1685.60;1710.30;1685.60;1710.30;1710.30;137,416
May 26, 2020;1726.40;1726.40;1704.80;1704.80;1704.80;39
May 22, 2020;1726.60;1734.60;1726.60;1734.60;1734.60;6
May 21, 2020;1746.80;1746.80;1720.50;1720.50;1720.50;528
May 20, 2020;1751.60;1752.10;1745.60;1750.60;1750.60;16
May 19, 2020;1744.20;1749.50;1744.20;1744.20;1744.20;167
May 18, 2020;1755.70;1770.50;1731.80;1731.80;1731.80;229
May 15, 2020;1739.70;1753.40;1739.70;1753.40;1753.40;719
May 14, 2020;1724.30;1743.10;1720.50;1738.10;1738.10;672
May 13, 2020;1702.00;1721.30;1701.90;1713.90;1713.90;431
May 12, 2020;1699.30;1713.10;1699.30;1704.40;1704.40;324
May 11, 2020;1702.30;1704.50;1690.20;1695.30;1695.30;749
May 08, 2020;1726.20;1728.90;1703.80;1709.90;1709.90;330
May 07, 2020;1686.20;1721.80;1685.60;1721.80;1721.80;853
May 06, 2020;1704.00;1704.00;1684.20;1684.20;1684.20;469
May 05, 2020;1701.50;1704.40;1697.20;1704.40;1704.40;82
May 04, 2020;1702.60;1709.00;1699.60;1706.90;1706.90;320
May 01, 2020;1686.60;1701.50;1670.50;1694.50;1694.50;337
Apr 30, 2020;1719.30;1719.30;1680.80;1684.20;1684.20;327
Apr 29, 2020;1710.00;1713.50;1702.00;1703.40;1703.40;373
Apr 28, 2020;1716.60;1716.60;1707.10;1710.50;1710.50;1255
Apr 27, 2020;1731.90;1731.90;1711.90;1711.90;1711.90;169
Apr 24, 2020;1744.00;1744.00;1714.50;1723.50;1723.50;221
Apr 23, 2020;1734.00;1745.10;1733.30;1733.30;1733.30;482
Apr 22, 2020;1696.00;1728.70;1684.80;1728.70;1728.70;453
Apr 21, 2020;1697.00;1707.10;1659.90;1678.20;1678.20;666
Apr 20, 2020;1686.00;1701.60;1680.00;1701.60;1701.60;106
Apr 17, 2020;1715.70;1725.00;1684.90;1689.20;1689.20;223
Apr 16, 2020;1731.00;1750.60;1715.00;1720.40;1720.40;162
Apr 15, 2020;1739.40;1744.90;1722.70;1727.20;1727.20;642
Apr 14, 2020;1756.80;1775.00;1739.50;1756.70;1756.70;675
Apr 13, 2020;1722.00;1756.80;1710.70;1744.80;1744.80;696
Apr 09, 2020;1662.70;1736.20;1662.70;1736.20;1736.20;825
Apr 08, 2020;1669.70;1677.00;1662.50;1665.40;1665.40;747
Apr 07, 2020;1695.70;1724.40;1658.00;1664.80;1664.80;1144
Apr 06, 2020;1629.10;1696.70;1625.90;1677.00;1677.00;1063
Apr 03, 2020;1624.50;1636.00;1619.80;1633.70;1633.70;643
Apr 02, 2020;1590.90;1631.20;1586.00;1625.70;1625.70;1294
Apr 01, 2020;1570.00;1600.00;1570.00;1578.20;1578.20;2158
Mar 31, 2020;1618.70;1621.00;1576.00;1583.40;1583.40;2874
Mar 30, 2020;1641.20;1652.80;1607.20;1622.00;1622.00;16,389
Mar 27, 2020;1623.90;1623.90;1623.90;1623.90;1623.90;100,638
